ID,Nome,Idade,Sexo,Departamento,Cargo,Salario,Data Admissao,Tempo Empresa (anos),Estado Civil,Cidade,Nível Escolaridade
708,Funcionário 708,30,Feminino,RH,Assistente,9071,2019-09-29,3,Divorciado,Porto Alegre,Mestrado
709,Funcionário 709,63,Feminino,Logística,Assistente,9967,2014-04-30,9,Casado,Rio de Janeiro,Pós-Graduação
710,Funcionário 710,52,Feminino,RH,Gerente,10367,2012-08-19,10,Divorciado,Porto Alegre,Ensino Médio
711,Funcionário 711,23,Masculino,Marketing,Assistente,7285,2020-07-14,2,Casado,Curitiba,Superior Completo
712,Funcionário 712,35,Masculino,Vendas,Gerente,12896,2019-10-16,3,Viúvo,Belo Horizonte,Ensino Médio
713,Funcionário 713,22,Feminino,Logística,Assistente,6937,2012-05-25,10,Viúvo,São Paulo,Pós-Graduação
714,Funcionário 714,64,Feminino,RH,Assistente,2369,2016-08-15,6,Divorciado,Curitiba,Pós-Graduação
715,Funcionário 715,42,Masculino,Logística,Gerente,3818,2021-06-30,1,Casado,Curitiba,Superior Completo
716,Funcionário 716,19,Masculino,Logística,Diretor,4101,2012-09-28,10,Divorciado,Rio de Janeiro,Doutorado
717,Funcionário 717,27,Masculino,Logística,Assistente,14977,2019-04-08,4,Solteiro,Belo Horizonte,Doutorado
718,Funcionário 718,47,Feminino,Vendas,Coordenador,5490,2021-02-18,2,Solteiro,Belo Horizonte,Superior Completo
719,Funcionário 719,62,Masculino,Financeiro,Diretor,3779,2017-10-16,5,Solteiro,São Paulo,Doutorado
720,Funcionário 720,22,Masculino,Logística,Gerente,9674,2014-01-21,9,Solteiro,Rio de Janeiro,Mestrado
721,Funcionário 721,50,Feminino,TI,Diretor,3364,2019-01-15,4,Divorciado,São Paulo,Doutorado
722,Funcionário 722,18,Masculino,Marketing,Analista,9294,2011-10-20,11,Solteiro,Porto Alegre,Doutorado
723,Funcionário 723,35,Masculino,Vendas,Analista,14654,2017-08-12,5,Casado,Curitiba,Doutorado
724,Funcionário 724,49,Masculino,RH,Assistente,13534,2011-02-27,12,Viúvo,São Paulo,Mestrado
725,Funcionário 725,64,Feminino,Vendas,Assistente,14931,2020-01-30,3,Viúvo,Curitiba,Doutorado
726,Funcionário 726,28,Feminino,RH,Coordenador,5676,2021-09-06,1,Solteiro,Rio de Janeiro,Mestrado
727,Funcionário 727,38,Feminino,Vendas,Diretor,4426,2017-06-03,5,Solteiro,Porto Alegre,Superior Completo
728,Funcionário 728,43,Feminino,RH,Analista,10264,2011-03-29,12,Solteiro,Rio de Janeiro,Ensino Médio
729,Funcionário 729,42,Feminino,Logística,Assistente,10089,2016-07-25,6,Divorciado,Porto Alegre,Superior Completo
730,Funcionário 730,39,Feminino,Financeiro,Diretor,4962,2015-05-30,7,Viúvo,Porto Alegre,Ensino Médio
731,Funcionário 731,44,Feminino,RH,Assistente,2859,2014-07-16,8,Solteiro,Curitiba,Superior Completo
732,Funcionário 732,30,Masculino,RH,Assistente,14048,2016-12-16,6,Casado,Rio de Janeiro,Ensino Médio
733,Funcionário 733,50,Masculino,TI,Analista,6138,2018-06-03,4,Solteiro,Rio de Janeiro,Ensino Médio
734,Funcionário 734,51,Feminino,RH,Analista,4424,2018-08-31,4,Viúvo,São Paulo,Pós-Graduação
735,Funcionário 735,58,Masculino,TI,Assistente,11256,2018-02-14,5,Solteiro,Rio de Janeiro,Ensino Médio
736,Funcionário 736,52,Masculino,Marketing,Gerente,12409,2015-08-16,7,Viúvo,São Paulo,Ensino Médio
737,Funcionário 737,18,Feminino,Logística,Assistente,6017,2010-10-15,12,Solteiro,Belo Horizonte,Pós-Graduação
738,Funcionário 738,38,Masculino,TI,Assistente,12451,2018-10-23,4,Casado,Belo Horizonte,Doutorado
739,Funcionário 739,23,Masculino,Financeiro,Coordenador,13943,2020-07-21,2,Solteiro,Belo Horizonte,Doutorado
740,Funcionário 740,45,Masculino,Logística,Coordenador,12278,2013-12-18,9,Casado,Rio de Janeiro,Pós-Graduação
741,Funcionário 741,34,Masculino,TI,Coordenador,10560,2011-08-31,11,Casado,Rio de Janeiro,Mestrado
742,Funcionário 742,22,Masculino,Logística,Gerente,12996,2022-06-19,0,Solteiro,São Paulo,Ensino Médio
743,Funcionário 743,48,Feminino,Logística,Gerente,10342,2014-10-31,8,Casado,Porto Alegre,Ensino Médio
744,Funcionário 744,22,Feminino,Logística,Assistente,3134,2013-05-10,10,Divorciado,São Paulo,Pós-Graduação
745,Funcionário 745,55,Feminino,Marketing,Coordenador,7166,2013-05-20,9,Solteiro,Belo Horizonte,Pós-Graduação
746,Funcionário 746,20,Masculino,Financeiro,Gerente,7119,2012-10-26,10,Solteiro,São Paulo,Mestrado
747,Funcionário 747,40,Feminino,Vendas,Analista,7694,2017-04-25,6,Casado,Porto Alegre,Doutorado
748,Funcionário 748,54,Masculino,Vendas,Assistente,12976,2020-11-06,2,Casado,Rio de Janeiro,Superior Completo
749,Funcionário 749,54,Masculino,TI,Diretor,8136,2022-06-09,0,Solteiro,São Paulo,Doutorado
750,Funcionário 750,27,Masculino,Logística,Assistente,7485,2018-09-13,4,Divorciado,Belo Horizonte,Ensino Médio
751,Funcionário 751,27,Masculino,TI,Diretor,6164,2020-03-11,3,Casado,Belo Horizonte,Pós-Graduação
752,Funcionário 752,36,Feminino,Marketing,Coordenador,4346,2014-01-15,9,Casado,Rio de Janeiro,Mestrado
753,Funcionário 753,34,Feminino,Marketing,Diretor,7039,2017-12-06,5,Viúvo,São Paulo,Doutorado
754,Funcionário 754,38,Masculino,RH,Coordenador,6897,2012-03-19,11,Divorciado,Porto Alegre,Mestrado
755,Funcionário 755,31,Feminino,Marketing,Analista,12442,2012-09-05,10,Divorciado,Rio de Janeiro,Doutorado
756,Funcionário 756,26,Masculino,RH,Diretor,10252,2016-09-29,6,Solteiro,São Paulo,Ensino Médio
757,Funcionário 757,63,Feminino,Financeiro,Assistente,7041,2011-12-27,11,Divorciado,Curitiba,Superior Completo
758,Funcionário 758,18,Feminino,TI,Coordenador,13202,2016-11-06,6,Solteiro,Belo Horizonte,Mestrado
759,Funcionário 759,62,Masculino,Financeiro,Assistente,5901,2019-03-17,4,Viúvo,Porto Alegre,Mestrado
760,Funcionário 760,30,Feminino,Marketing,Gerente,3337,2013-05-01,10,Divorciado,Porto Alegre,Superior Completo
761,Funcionário 761,21,Masculino,Financeiro,Coordenador,3184,2021-02-03,2,Casado,Porto Alegre,Mestrado
762,Funcionário 762,18,Feminino,Financeiro,Diretor,6426,2016-01-07,7,Viúvo,Belo Horizonte,Mestrado
763,Funcionário 763,57,Masculino,Financeiro,Coordenador,3551,2017-09-07,5,Solteiro,São Paulo,Doutorado
764,Funcionário 764,49,Masculino,Marketing,Assistente,14625,2012-02-18,11,Viúvo,Rio de Janeiro,Doutorado
765,Funcionário 765,51,Feminino,Logística,Analista,3629,2012-08-30,10,Solteiro,São Paulo,Superior Completo
766,Funcionário 766,45,Feminino,Financeiro,Coordenador,11519,2017-09-11,5,Viúvo,Rio de Janeiro,Ensino Médio
767,Funcionário 767,48,Masculino,RH,Diretor,3526,2015-10-25,7,Solteiro,Porto Alegre,Mestrado
768,Funcionário 768,25,Feminino,Marketing,Gerente,11865,2011-08-22,11,Divorciado,São Paulo,Ensino Médio
769,Funcionário 769,56,Feminino,Financeiro,Analista,3361,2019-02-24,4,Casado,Porto Alegre,Superior Completo
770,Funcionário 770,43,Masculino,Logística,Gerente,11765,2010-08-13,12,Solteiro,Curitiba,Superior Completo
771,Funcionário 771,51,Masculino,Marketing,Coordenador,12878,2012-04-20,11,Viúvo,Porto Alegre,Doutorado
772,Funcionário 772,20,Feminino,Vendas,Assistente,6370,2014-12-20,8,Solteiro,Porto Alegre,Mestrado
773,Funcionário 773,29,Masculino,Logística,Assistente,7283,2013-01-11,10,Solteiro,Rio de Janeiro,Pós-Graduação
774,Funcionário 774,18,Masculino,RH,Diretor,9610,2010-05-05,13,Solteiro,Curitiba,Superior Completo
775,Funcionário 775,61,Masculino,Financeiro,Assistente,12558,2018-11-21,4,Viúvo,Porto Alegre,Mestrado
776,Funcionário 776,22,Feminino,Vendas,Analista,13949,2018-01-10,5,Casado,Porto Alegre,Ensino Médio
777,Funcionário 777,47,Feminino,Vendas,Assistente,12626,2021-04-18,2,Divorciado,Curitiba,Doutorado
778,Funcionário 778,47,Masculino,Marketing,Diretor,3993,2018-02-19,5,Casado,Curitiba,Ensino Médio
779,Funcionário 779,34,Feminino,Vendas,Coordenador,2869,2015-07-11,7,Solteiro,São Paulo,Superior Completo
780,Funcionário 780,64,Masculino,RH,Coordenador,3014,2016-08-12,6,Viúvo,Rio de Janeiro,Superior Completo
781,Funcionário 781,40,Feminino,RH,Assistente,12103,2022-07-27,0,Casado,Curitiba,Ensino Médio
782,Funcionário 782,32,Masculino,TI,Gerente,2602,2018-06-24,4,Solteiro,Curitiba,Superior Completo
783,Funcionário 783,54,Masculino,RH,Coordenador,14013,2014-05-29,8,Divorciado,Belo Horizonte,Mestrado
784,Funcionário 784,38,Feminino,Logística,Assistente,2690,2011-12-19,11,Divorciado,Curitiba,Superior Completo
785,Funcionário 785,31,Masculino,Vendas,Diretor,10685,2019-10-02,3,Divorciado,Rio de Janeiro,Doutorado
786,Funcionário 786,19,Feminino,RH,Assistente,2489,2012-10-13,10,Solteiro,Porto Alegre,Mestrado
787,Funcionário 787,28,Feminino,Marketing,Coordenador,8864,2019-10-06,3,Viúvo,Porto Alegre,Pós-Graduação
788,Funcionário 788,56,Masculino,TI,Diretor,9240,2022-11-15,0,Casado,Porto Alegre,Superior Completo
789,Funcionário 789,55,Masculino,Vendas,Assistente,12748,2022-03-29,1,Divorciado,Porto Alegre,Superior Completo
790,Funcionário 790,51,Feminino,TI,Analista,14677,2015-05-15,7,Solteiro,Belo Horizonte,Doutorado
791,Funcionário 791,55,Masculino,Vendas,Diretor,9786,2012-11-14,10,Solteiro,Curitiba,Doutorado
792,Funcionário 792,51,Masculino,Marketing,Analista,10024,2013-09-19,9,Casado,Porto Alegre,Ensino Médio
793,Funcionário 793,35,Masculino,TI,Gerente,2294,2019-05-20,3,Divorciado,São Paulo,Ensino Médio
794,Funcionário 794,47,Masculino,Financeiro,Diretor,7488,2010-04-26,13,Solteiro,Porto Alegre,Ensino Médio
795,Funcionário 795,32,Masculino,Logística,Analista,6027,2015-09-27,7,Casado,Curitiba,Doutorado
796,Funcionário 796,44,Feminino,Logística,Coordenador,13035,2014-12-07,8,Viúvo,Porto Alegre,Ensino Médio
797,Funcionário 797,51,Feminino,Vendas,Coordenador,4912,2015-11-17,7,Viúvo,Belo Horizonte,Ensino Médio
798,Funcionário 798,55,Masculino,Financeiro,Gerente,11909,2014-06-09,8,Viúvo,Rio de Janeiro,Pós-Graduação
799,Funcionário 799,50,Masculino,TI,Diretor,12788,2018-01-29,5,Divorciado,Rio de Janeiro,Ensino Médio
800,Funcionário 800,41,Masculino,Financeiro,Diretor,6744,2020-05-20,2,Casado,Curitiba,Superior Completo
801,Funcionário 801,32,Feminino,Financeiro,Diretor,3873,2018-01-20,5,Casado,Rio de Janeiro,Doutorado
802,Funcionário 802,47,Masculino,TI,Gerente,14855,2012-09-04,10,Solteiro,Rio de Janeiro,Mestrado
803,Funcionário 803,59,Feminino,Marketing,Diretor,5258,2018-05-25,4,Solteiro,São Paulo,Pós-Graduação
804,Funcionário 804,34,Feminino,Financeiro,Coordenador,4817,2012-02-23,11,Solteiro,Curitiba,Doutorado
805,Funcionário 805,22,Feminino,Financeiro,Analista,10636,2010-08-29,12,Casado,Curitiba,Doutorado
806,Funcionário 806,46,Masculino,Marketing,Coordenador,5641,2014-04-03,9,Solteiro,Rio de Janeiro,Superior Completo
807,Funcionário 807,21,Feminino,Financeiro,Coordenador,6458,2022-07-15,0,Casado,Rio de Janeiro,Ensino Médio
808,Funcionário 808,27,Masculino,Financeiro,Analista,7307,2012-10-09,10,Casado,Rio de Janeiro,Superior Completo
809,Funcionário 809,34,Feminino,Financeiro,Coordenador,10933,2010-07-06,12,Viúvo,Belo Horizonte,Ensino Médio
810,Funcionário 810,27,Masculino,Logística,Gerente,4041,2015-02-25,8,Solteiro,Porto Alegre,Ensino Médio
811,Funcionário 811,34,Feminino,RH,Analista,2679,2022-07-23,0,Viúvo,Belo Horizonte,Doutorado
812,Funcionário 812,37,Masculino,Marketing,Coordenador,12659,2011-03-07,12,Divorciado,Curitiba,Ensino Médio
813,Funcionário 813,41,Feminino,Financeiro,Assistente,13889,2010-08-27,12,Divorciado,São Paulo,Pós-Graduação
814,Funcionário 814,22,Masculino,Logística,Coordenador,7738,2016-06-03,6,Divorciado,Porto Alegre,Pós-Graduação
815,Funcionário 815,51,Masculino,Marketing,Gerente,7668,2010-03-17,13,Casado,São Paulo,Pós-Graduação
816,Funcionário 816,23,Masculino,Vendas,Diretor,11550,2013-09-18,9,Casado,Curitiba,Doutorado
817,Funcionário 817,19,Masculino,Vendas,Coordenador,9697,2016-05-19,6,Casado,Curitiba,Superior Completo
818,Funcionário 818,30,Feminino,Financeiro,Diretor,10033,2022-10-31,0,Solteiro,São Paulo,Mestrado
819,Funcionário 819,60,Feminino,Logística,Assistente,2062,2015-03-18,8,Viúvo,São Paulo,Ensino Médio
820,Funcionário 820,60,Masculino,Logística,Coordenador,9829,2020-12-27,2,Casado,São Paulo,Mestrado
821,Funcionário 821,28,Feminino,Marketing,Analista,12751,2022-10-15,0,Viúvo,Curitiba,Superior Completo
822,Funcionário 822,64,Masculino,Marketing,Diretor,13961,2015-08-22,7,Viúvo,Rio de Janeiro,Superior Completo
823,Funcionário 823,40,Masculino,Logística,Assistente,9352,2010-05-21,12,Viúvo,São Paulo,Doutorado
824,Funcionário 824,33,Feminino,Marketing,Analista,8915,2014-11-25,8,Solteiro,Porto Alegre,Pós-Graduação
825,Funcionário 825,48,Masculino,Logística,Analista,14543,2019-12-06,3,Solteiro,Curitiba,Pós-Graduação
826,Funcionário 826,28,Masculino,RH,Analista,10326,2010-01-17,13,Divorciado,Belo Horizonte,Superior Completo
827,Funcionário 827,33,Feminino,Logística,Analista,5644,2021-11-27,1,Divorciado,Belo Horizonte,Doutorado
828,Funcionário 828,25,Masculino,Vendas,Coordenador,6970,2011-04-10,12,Viúvo,Porto Alegre,Doutorado
829,Funcionário 829,21,Masculino,Marketing,Coordenador,12327,2022-03-30,1,Divorciado,Rio de Janeiro,Ensino Médio
830,Funcionário 830,57,Masculino,Logística,Coordenador,10003,2015-01-02,8,Viúvo,São Paulo,Pós-Graduação
831,Funcionário 831,21,Masculino,Logística,Assistente,5278,2018-04-17,5,Solteiro,Curitiba,Superior Completo
832,Funcionário 832,42,Feminino,Marketing,Assistente,9296,2011-06-04,11,Solteiro,São Paulo,Mestrado
833,Funcionário 833,20,Feminino,RH,Assistente,11014,2010-03-31,13,Solteiro,Curitiba,Pós-Graduação
834,Funcionário 834,49,Feminino,RH,Gerente,5074,2017-10-22,5,Casado,Belo Horizonte,Ensino Médio
835,Funcionário 835,20,Masculino,Marketing,Assistente,13173,2017-10-14,5,Viúvo,São Paulo,Doutorado
836,Funcionário 836,44,Masculino,TI,Coordenador,10312,2022-12-09,0,Solteiro,Porto Alegre,Superior Completo
837,Funcionário 837,46,Feminino,Marketing,Coordenador,9552,2015-02-28,8,Viúvo,Rio de Janeiro,Pós-Graduação
838,Funcionário 838,49,Masculino,Marketing,Gerente,3637,2021-06-03,1,Divorciado,Porto Alegre,Mestrado
839,Funcionário 839,36,Masculino,RH,Gerente,7103,2012-07-14,10,Divorciado,Rio de Janeiro,Ensino Médio
840,Funcionário 840,38,Masculino,RH,Assistente,11116,2020-03-23,3,Solteiro,São Paulo,Ensino Médio
841,Funcionário 841,22,Masculino,Marketing,Diretor,2644,2012-08-27,10,Viúvo,São Paulo,Pós-Graduação
842,Funcionário 842,35,Feminino,Marketing,Gerente,4032,2012-12-30,10,Solteiro,Rio de Janeiro,Mestrado
843,Funcionário 843,45,Feminino,Marketing,Analista,4761,2018-10-01,4,Divorciado,Belo Horizonte,Ensino Médio
844,Funcionário 844,59,Feminino,RH,Coordenador,4068,2013-11-05,9,Solteiro,Curitiba,Superior Completo
845,Funcionário 845,39,Masculino,Marketing,Analista,2241,2019-03-19,4,Viúvo,Porto Alegre,Ensino Médio
846,Funcionário 846,38,Feminino,Marketing,Coordenador,4668,2021-09-30,1,Divorciado,Porto Alegre,Mestrado
847,Funcionário 847,23,Feminino,Financeiro,Coordenador,2802,2020-11-26,2,Casado,Porto Alegre,Doutorado
848,Funcionário 848,18,Masculino,TI,Gerente,7059,2021-11-02,1,Divorciado,São Paulo,Doutorado
849,Funcionário 849,22,Masculino,Vendas,Gerente,14356,2020-12-27,2,Casado,Porto Alegre,Pós-Graduação
850,Funcionário 850,58,Feminino,TI,Analista,2195,2022-06-23,0,Solteiro,Curitiba,Mestrado
851,Funcionário 851,29,Feminino,Financeiro,Coordenador,4187,2022-11-27,0,Solteiro,Curitiba,Ensino Médio
852,Funcionário 852,43,Feminino,Vendas,Analista,13707,2018-06-20,4,Viúvo,Rio de Janeiro,Ensino Médio
853,Funcionário 853,63,Feminino,Marketing,Diretor,4330,2021-05-22,1,Casado,São Paulo,Doutorado
854,Funcionário 854,51,Masculino,Financeiro,Analista,12551,2015-09-06,7,Solteiro,Curitiba,Doutorado
855,Funcionário 855,31,Feminino,Marketing,Assistente,6841,2010-10-12,12,Casado,Belo Horizonte,Superior Completo
856,Funcionário 856,43,Feminino,RH,Analista,5606,2013-04-02,10,Solteiro,São Paulo,Doutorado
857,Funcionário 857,62,Masculino,Logística,Assistente,10468,2020-11-13,2,Divorciado,São Paulo,Superior Completo
858,Funcionário 858,44,Feminino,Financeiro,Assistente,2060,2018-02-13,5,Solteiro,Curitiba,Ensino Médio
859,Funcionário 859,26,Masculino,RH,Assistente,13582,2021-10-29,1,Viúvo,Belo Horizonte,Superior Completo
860,Funcionário 860,43,Masculino,Financeiro,Diretor,12105,2012-02-23,11,Divorciado,Rio de Janeiro,Superior Completo
861,Funcionário 861,64,Masculino,Financeiro,Analista,5927,2012-08-07,10,Viúvo,Curitiba,Pós-Graduação
862,Funcionário 862,39,Feminino,RH,Analista,8296,2020-10-14,2,Divorciado,Belo Horizonte,Doutorado
863,Funcionário 863,64,Feminino,Vendas,Diretor,4591,2010-02-14,13,Casado,São Paulo,Superior Completo
864,Funcionário 864,47,Masculino,TI,Coordenador,10758,2014-12-16,8,Viúvo,Belo Horizonte,Ensino Médio
865,Funcionário 865,60,Feminino,Marketing,Gerente,14127,2022-07-03,0,Solteiro,São Paulo,Mestrado
866,Funcionário 866,34,Feminino,Financeiro,Analista,11763,2015-09-13,7,Casado,Curitiba,Superior Completo
867,Funcionário 867,43,Masculino,Marketing,Gerente,14909,2019-07-31,3,Solteiro,Curitiba,Doutorado
868,Funcionário 868,53,Masculino,Logística,Diretor,8121,2012-04-09,11,Divorciado,Porto Alegre,Pós-Graduação
869,Funcionário 869,18,Feminino,RH,Coordenador,3200,2015-03-25,8,Divorciado,Porto Alegre,Ensino Médio
870,Funcionário 870,25,Masculino,Marketing,Coordenador,14601,2017-01-25,6,Solteiro,Porto Alegre,Pós-Graduação
871,Funcionário 871,52,Feminino,RH,Coordenador,4854,2011-11-23,11,Solteiro,Curitiba,Mestrado
872,Funcionário 872,32,Feminino,Marketing,Diretor,13087,2021-01-02,2,Casado,Rio de Janeiro,Superior Completo
873,Funcionário 873,64,Feminino,TI,Assistente,9024,2012-07-20,10,Solteiro,Curitiba,Superior Completo
874,Funcionário 874,39,Feminino,TI,Assistente,11428,2019-04-30,4,Viúvo,Belo Horizonte,Doutorado
875,Funcionário 875,31,Masculino,TI,Gerente,8972,2010-05-28,12,Viúvo,Curitiba,Superior Completo
876,Funcionário 876,43,Masculino,TI,Assistente,2136,2012-10-29,10,Solteiro,Curitiba,Ensino Médio
877,Funcionário 877,45,Masculino,TI,Assistente,3029,2013-08-04,9,Viúvo,São Paulo,Mestrado
878,Funcionário 878,40,Masculino,TI,Coordenador,12348,2011-01-23,12,Solteiro,São Paulo,Pós-Graduação
879,Funcionário 879,31,Feminino,RH,Coordenador,4594,2018-07-19,4,Casado,São Paulo,Mestrado
880,Funcionário 880,41,Feminino,Financeiro,Gerente,9206,2015-02-17,8,Viúvo,Curitiba,Superior Completo
881,Funcionário 881,19,Masculino,Marketing,Analista,2661,2019-10-29,3,Viúvo,Rio de Janeiro,Pós-Graduação
882,Funcionário 882,62,Feminino,TI,Gerente,4472,2012-07-04,10,Solteiro,Belo Horizonte,Doutorado
883,Funcionário 883,43,Feminino,RH,Gerente,12869,2015-02-22,8,Viúvo,Belo Horizonte,Mestrado
884,Funcionário 884,31,Feminino,RH,Diretor,12500,2020-04-06,3,Divorciado,Rio de Janeiro,Pós-Graduação
885,Funcionário 885,24,Masculino,RH,Diretor,2086,2010-10-05,12,Casado,Rio de Janeiro,Pós-Graduação
886,Funcionário 886,20,Masculino,Financeiro,Gerente,12704,2015-06-01,7,Casado,Belo Horizonte,Pós-Graduação
887,Funcionário 887,64,Masculino,Marketing,Gerente,8219,2015-02-03,8,Viúvo,Porto Alegre,Ensino Médio
888,Funcionário 888,40,Feminino,Financeiro,Gerente,10143,2018-04-25,5,Viúvo,São Paulo,Mestrado
889,Funcionário 889,63,Masculino,Vendas,Assistente,8968,2019-03-26,4,Divorciado,São Paulo,Pós-Graduação
890,Funcionário 890,60,Masculino,RH,Diretor,13134,2022-11-27,0,Divorciado,Belo Horizonte,Mestrado
891,Funcionário 891,64,Masculino,Vendas,Gerente,4773,2015-12-23,7,Viúvo,Rio de Janeiro,Pós-Graduação
892,Funcionário 892,62,Masculino,Logística,Coordenador,12696,2022-10-20,0,Viúvo,Porto Alegre,Doutorado
893,Funcionário 893,35,Masculino,TI,Coordenador,13502,2013-03-16,10,Divorciado,Belo Horizonte,Doutorado
894,Funcionário 894,55,Masculino,TI,Assistente,3700,2011-05-05,12,Solteiro,São Paulo,Doutorado
895,Funcionário 895,52,Feminino,Financeiro,Assistente,13862,2016-11-30,6,Divorciado,Curitiba,Superior Completo
896,Funcionário 896,32,Feminino,Marketing,Analista,4700,2013-03-28,10,Solteiro,Rio de Janeiro,Pós-Graduação
897,Funcionário 897,42,Masculino,Vendas,Analista,8815,2022-04-07,1,Casado,Curitiba,Superior Completo
898,Funcionário 898,54,Masculino,Marketing,Analista,13821,2021-08-29,1,Casado,Belo Horizonte,Mestrado
899,Funcionário 899,45,Feminino,Financeiro,Assistente,14782,2016-10-24,6,Divorciado,São Paulo,Superior Completo
900,Funcionário 900,27,Feminino,TI,Assistente,3647,2015-02-20,8,Solteiro,Porto Alegre,Mestrado
901,Funcionário 901,56,Masculino,Marketing,Assistente,8038,2016-09-28,6,Divorciado,Curitiba,Mestrado
902,Funcionário 902,34,Masculino,Marketing,Coordenador,7164,2014-06-19,8,Divorciado,Porto Alegre,Mestrado
903,Funcionário 903,56,Masculino,TI,Assistente,7520,2010-10-15,12,Solteiro,São Paulo,Superior Completo
904,Funcionário 904,39,Masculino,Vendas,Coordenador,13510,2021-09-22,1,Divorciado,Curitiba,Pós-Graduação
905,Funcionário 905,43,Feminino,TI,Analista,5687,2015-03-23,8,Casado,Porto Alegre,Superior Completo
906,Funcionário 906,61,Masculino,Marketing,Analista,2596,2013-03-07,10,Viúvo,Porto Alegre,Pós-Graduação
907,Funcionário 907,42,Masculino,Vendas,Analista,6545,2010-05-10,13,Viúvo,Curitiba,Pós-Graduação
908,Funcionário 908,34,Masculino,Vendas,Gerente,10676,2016-06-21,6,Divorciado,São Paulo,Mestrado
909,Funcionário 909,30,Masculino,TI,Gerente,10837,2010-05-24,12,Solteiro,Porto Alegre,Superior Completo
910,Funcionário 910,37,Feminino,Marketing,Diretor,13281,2010-01-16,13,Solteiro,Belo Horizonte,Pós-Graduação
911,Funcionário 911,42,Feminino,Financeiro,Diretor,6757,2010-09-02,12,Casado,Curitiba,Doutorado
912,Funcionário 912,21,Feminino,Marketing,Diretor,6384,2012-07-15,10,Solteiro,Rio de Janeiro,Pós-Graduação
913,Funcionário 913,27,Masculino,RH,Gerente,10912,2018-09-14,4,Solteiro,Rio de Janeiro,Doutorado
914,Funcionário 914,20,Masculino,Logística,Gerente,6733,2015-12-17,7,Casado,São Paulo,Superior Completo
915,Funcionário 915,58,Feminino,Financeiro,Diretor,9081,2012-06-05,10,Divorciado,Belo Horizonte,Superior Completo
916,Funcionário 916,62,Masculino,Vendas,Diretor,10690,2010-12-07,12,Viúvo,Porto Alegre,Superior Completo
917,Funcionário 917,35,Masculino,Financeiro,Assistente,9117,2015-08-14,7,Casado,Rio de Janeiro,Pós-Graduação
918,Funcionário 918,64,Feminino,Vendas,Diretor,6729,2019-04-22,4,Divorciado,São Paulo,Ensino Médio
919,Funcionário 919,53,Feminino,Vendas,Assistente,3673,2020-10-25,2,Casado,Belo Horizonte,Pós-Graduação
920,Funcionário 920,64,Feminino,Financeiro,Coordenador,13259,2010-11-02,12,Divorciado,Belo Horizonte,Pós-Graduação
921,Funcionário 921,39,Feminino,Vendas,Gerente,10306,2012-06-26,10,Casado,São Paulo,Mestrado
922,Funcionário 922,51,Masculino,Vendas,Diretor,13171,2017-04-08,6,Divorciado,São Paulo,Mestrado
923,Funcionário 923,64,Masculino,RH,Gerente,14961,2020-05-20,2,Casado,Porto Alegre,Pós-Graduação
924,Funcionário 924,25,Feminino,Marketing,Gerente,11928,2021-01-25,2,Divorciado,São Paulo,Doutorado
925,Funcionário 925,57,Masculino,Marketing,Gerente,13803,2013-10-03,9,Casado,Porto Alegre,Mestrado
926,Funcionário 926,61,Feminino,Logística,Coordenador,9178,2010-11-17,12,Viúvo,Porto Alegre,Pós-Graduação
927,Funcionário 927,36,Feminino,Logística,Analista,12445,2022-09-29,0,Viúvo,Curitiba,Ensino Médio
928,Funcionário 928,59,Masculino,RH,Diretor,4294,2021-02-11,2,Solteiro,Belo Horizonte,Doutorado
929,Funcionário 929,58,Feminino,Logística,Analista,5630,2013-02-05,10,Divorciado,Belo Horizonte,Superior Completo
930,Funcionário 930,54,Masculino,Financeiro,Analista,2146,2017-01-22,6,Casado,Belo Horizonte,Pós-Graduação
931,Funcionário 931,23,Masculino,TI,Analista,14174,2021-01-25,2,Divorciado,Curitiba,Pós-Graduação
932,Funcionário 932,43,Masculino,TI,Gerente,5453,2019-03-22,4,Viúvo,Porto Alegre,Doutorado
933,Funcionário 933,51,Masculino,TI,Assistente,6507,2012-03-28,11,Divorciado,Porto Alegre,Mestrado
934,Funcionário 934,62,Feminino,RH,Gerente,7783,2010-01-12,13,Casado,São Paulo,Mestrado
935,Funcionário 935,23,Masculino,RH,Gerente,9751,2010-07-14,12,Divorciado,Curitiba,Mestrado
936,Funcionário 936,54,Feminino,Vendas,Analista,12602,2016-12-12,6,Casado,São Paulo,Superior Completo
937,Funcionário 937,50,Feminino,TI,Gerente,7628,2017-10-13,5,Viúvo,Curitiba,Doutorado
938,Funcionário 938,39,Feminino,Financeiro,Analista,10328,2016-02-08,7,Viúvo,São Paulo,Doutorado
939,Funcionário 939,38,Feminino,Logística,Assistente,5360,2018-03-29,5,Viúvo,Rio de Janeiro,Mestrado
940,Funcionário 940,23,Masculino,Financeiro,Diretor,5005,2015-09-09,7,Solteiro,Belo Horizonte,Mestrado
941,Funcionário 941,23,Masculino,Logística,Analista,5552,2020-08-03,2,Viúvo,Belo Horizonte,Ensino Médio
942,Funcionário 942,21,Feminino,TI,Assistente,2018,2011-03-20,12,Divorciado,Porto Alegre,Ensino Médio
943,Funcionário 943,47,Feminino,TI,Diretor,4242,2010-10-25,12,Solteiro,Rio de Janeiro,Pós-Graduação
